post_id,date,platform,topic,keywords,hashtags,sentiment,sentiment_score,user_type,age_group,region,followers_count,views,likes,comments,shares
P103840,2025-10-21,Instagram,Health & Wellness,"vaccine, mental health","#PublicHealth, #Fitness",Negative,-0.372,Regular User,18-24,Europe,1413,77,3,0.0,0
P102624,2025-03-23,LinkedIn,Entertainment,"series finale, celebrity","#CelebNews, #AwardSeason",Neutral,0.047,Regular User,35-44,Europe,275,9,1,0.0,0
P101503,2025-10-22,Facebook,Sports,"championship, match result","#GameDay, #TeamSpirit, #Sports",Positive,0.81,Regular User,35-44,Africa,1523,111,9,0.0,1
P109078,2025-05-22,Facebook,Health & Wellness,"vaccine, yoga","#PublicHealth, #Fitness, #Wellness",Neutral,-0.132,Regular User,45-54,Australia/Oceania,1772,19,1,0.0,0
P104455,2025-06-15,TikTok,Business & Finance,"earnings report, startup funding, IPO","#Economy, #Crypto",Positive,0.273,Regular User,25-34,North America,235,20,0,0.0,0
P110042,2025-07-31,Facebook,Education,"online learning, student loans, school reopening",#OnlineLearning,Neutral,0.046,Regular User,25-34,Southeast Asia,1728,10,0,0.0,0
P104222,2025-10-03,LinkedIn,Climate & Environment,climate change,#ClimateAction,Neutral,0.115,Macro-Influencer,25-34,,245633,2468,97,25.0,20
P106022,2025-05-01,YouTube,Education,"edtech, scholarship, student loans",#OnlineLearning,Neutral,-0.087,Regular User,18-24,Southeast Asia,1009,33,1,0.0,0
P111231,2025-12-22,TikTok,Health & Wellness,"mental health, wellness tips","#MentalHealthMatters, #Nutrition, #Yoga",Positive,0.188,Regular User,25-34,Africa,1889,70,8,1.0,0
P100379,2025-04-15,TikTok,Health & Wellness,"vaccine, sleep health, yoga","#Nutrition, #Fitness, #SelfCare",Negative,-0.861,Regular User,35-44,Europe,1884,248,25,2.0,3
P110269,2025-09-11,TikTok,Politics,legislation,"#Vote, #Protest, #Budget2025",Positive,0.487,Micro-Influencer,55+,Europe,37637,3826,99,30.0,19
P105559,2025-06-23,LinkedIn,Education,student loans,"#Scholarship, #Education",Negative,-0.404,Regular User,18-24,Australia/Oceania,1779,101,4,2.0,1
P108338,2025-05-16,TikTok,Sports,"world cup, tournament","#Sports, #WorldCup",Neutral,-0.017,Regular User,18-24,Southeast Asia,1816,105,11,0.0,0
P105278,2025-10-17,Instagram,Sports,"championship, injury update, league table","#Sports, #WorldCup, #Transfer",Positive,0.769,Regular User,35-44,Europe,1477,193,19,1.0,1
P103556,2025-05-23,Facebook,Entertainment,"streaming, trailer, series finale","#NewAlbum, #Concert",Positive,0.275,Regular User,13-17,Africa,692,20,2,0.0,0
P102632,2025-08-19,YouTube,Health & Wellness,mental health,"#Yoga, #MentalHealthMatters",Neutral,-0.029,Regular User,25-34,Africa,299,19,1,0.0,0
P109934,2025-10-18,Instagram,Sports,"world cup, tournament, transfer news","#MatchDay, #Transfer, #Sports",Negative,-0.152,Regular User,18-24,North America,1143,50,5,1.0,0
P107144,2025-07-20,YouTube,Education,"curriculum, scholarship, edtech",#EdTech,Positive,0.308,Verified/Celebrity,18-24,Southeast Asia,4849477,133497,7953,782.0,1224
P111211,2025-11-20,Instagram,Business & Finance,layoffs,#Crypto,Neutral,0.125,Macro-Influencer,18-24,North America,279960,3609,81,16.0,10
P110869,2025-07-16,Twitter/X,Technology,AI,"#FutureTech, #CyberSecurity, #Innovation",Positive,0.466,Regular User,13-17,Europe,1468,46,2,0.0,0
P106371,2025-06-15,LinkedIn,Politics,"budget, campaign",#Protest,Neutral,-0.104,Micro-Influencer,13-17,Australia/Oceania,13494,75,3,0.0,0
P104941,2025-06-21,LinkedIn,Sports,"injury update, world cup","  #championship, #gameday, #matchday ",Positive,0.427,Micro-Influencer,18-24,Europe,39701,1142,120,3.0,14
P108509,2025-07-31,TikTok,Politics,legislation,"#Budget2025, #Democracy",Negative,-0.416,Regular User,18-24,South America,355,30,1,0.0,0
P110190,2025-10-15,Facebook,Climate & Environment,"renewable energy, conservation","#RenewableEnergy, #ClimateChange",Neutral,-0.104,Regular User,25-34,Africa,527,13,0,0.0,0
P100212,2025-06-19,LinkedIn,Sports,injury update,#Transfer,Positive,0.71,Regular User,25-34,Africa,1524,20,2,0.0,0
P102685,2025-07-19,Twitter/X,Entertainment,album drop,#BoxOffice,Negative,-0.181,Regular User,55+,Africa,875,9,0,0.0,0
P101302,2025-05-20,LinkedIn,Entertainment,"streaming, celebrity, series finale","#StreamingNow, #NewAlbum",Neutral,0.008,Regular User,35-44,South America,1553,36,1,0.0,0
P108323,2025-05-14,YouTube,Politics,legislation,"#Vote, #PolicyReform",Neutral,0.08,Regular User,18-24,Africa,1848,43,1,0.0,0
P106340,2025-03-18,Facebook,Sports,"transfer news, tournament, world cup",#Championship,Neutral,-0.087,Regular User,13-17,Europe,1632,33,1,0.0,0
P104116,2025-11-18,LinkedIn,Education,"scholarship, edtech, exam results","#Exams, #OnlineLearning, #Education",Neutral,-0.034,Macro-Influencer,13-17,Australia/Oceania,358002,1041,118,10.0,8
P100254,2025-07-29,LinkedIn,Education,"exam results, online learning","#EdTech, #OnlineLearning, #StudentLife",Positive,0.268,Regular User,35-44,Australia/Oceania,222,11,1,0.0,0
P101095,2025-01-18,Facebook,Sports,"league table, transfer news, world cup","#MatchDay, #GameDay",Neutral,0.121,Micro-Influencer,35-44,South America,48848,1094,114,10.0,1
P100116,2025-04-03,Facebook,Technology,"AI, 5G",#Gadgets,Positive,0.238,Micro-Influencer,18-24,Africa,45024,932,132,15.0,7
P103821,2025-09-17,Facebook,Sports,transfer news,"#MatchDay, #Sports, #TeamSpirit",Positive,0.268,Regular User,25-34,South America,1284,78,6,0.0,0
P101813,2025-04-01,YouTube,Health & Wellness,"wellness tips, yoga","#PublicHealth, #Yoga, #Nutrition",Neutral,0.032,Macro-Influencer,25-34,Australia/Oceania,266757,17099,1355,267.0,50
P107786,2025-09-03,Facebook,Sports,championship,"#MatchDay, #Transfer",Positive,0.659,Regular User,18-24,Europe,1233,69,6,0.0,0
P100099,2025-08-21,Facebook,Politics,"voting, policy, reform","#Election2025, #Protest",Neutral,-0.032,Regular User,25-34,South America,1161,18,1,0.0,0
P102508,2025-11-29,Instagram,Health & Wellness,"wellness tips, nutrition",#Yoga,Positive,0.556,Regular User,18-24,Southeast Asia,498,17,2,0.0,0
P108254,2025-10-10,YouTube,Education,"scholarship, edtech, exam results","#Education, #Exams, #OnlineLearning",Negative,-0.484,Micro-Influencer,13-17,Australia/Oceania,17388,623,60,15.0,8
P103677,2025-05-05,LinkedIn,Entertainment,"album drop, box office",#Concert,Neutral,-0.017,Regular User,55+,North America,1431,6,0,0.0,0
P104776,2025-06-03,Instagram,Technology,app update,#Gadgets,Neutral,0.065,Regular User,25-34,Middle East,1859,58,5,0.0,0
P106922,2025-09-12,Facebook,Entertainment,"series finale, celebrity, streaming","#Concert, #AwardSeason",Positive,0.182,Brand Account,35-44,Middle East,776380,16232,805,76.0,210
P108089,2025-12-04,LinkedIn,Business & Finance,"crypto, interest rates","#Crypto, #Finance",Negative,-0.603,Regular User,25-34,Southeast Asia,366,23,1,0.0,0
P100534,2025-07-20,Instagram,Climate & Environment,"heatwave, conservation, flooding",#Conservation,Neutral,0.075,Micro-Influencer,45-54,Australia/Oceania,46852,1219,119,2.0,12
P109205,2025-03-07,LinkedIn,Politics,"reform, protest",#Budget2025,Neutral,0.095,Regular User,18-24,South America,1057,19,0,0.0,0
P105087,2025-02-23,Facebook,Health & Wellness,fitness routine,"  #fitness, #publichealth, #wellness ",Positive,1.0,Regular User,35-44,Africa,278,33,4,0.0,0
P109141,2025-04-13,Twitter/X,Climate & Environment,renewable energy,"#GoGreen, #ClimateAction, #Sustainability",Negative,-0.546,Regular User,13-17,Middle East,1393,35,1,0.0,0
P102729,2025-05-05,YouTube,Business & Finance,"IPO, crypto","#Layoffs, #Economy, #Crypto",Positive,0.342,Micro-Influencer,13-17,South America,35227,405,62,5.0,7
P103658,2025-07-20,Instagram,Technology,"ChatGPT, app update, cybersecurity","#FutureTech, #Innovation",Positive,0.775,Regular User,35-44,Middle East,1656,110,10,0.0,0
P105863,2025-01-28,YouTube,Sports,coach,#Sports,Neutral,0.058,Micro-Influencer,13-17,Australia/Oceania,49787,973,40,4.0,5
P111147,2025-06-28,TikTok,Sports,"tournament, transfer news, injury update","#Transfer, #WorldCup",Negative,-0.291,Regular User,25-34,South Asia,1007,20,0,0.0,0
P101555,2025-10-17,Twitter/X,Business & Finance,"layoffs, inflation, earnings report",#Inflation,Negative,-0.366,Regular User,35-44,Middle East,93,13,0,0.0,0
P104549,2025-04-24,TikTok,Health & Wellness,"sleep health, yoga, public health",#PublicHealth,Neutral,0.134,Micro-Influencer,13-17,Southeast Asia,44942,892,89,11.0,4
P109032,2025-06-22,TikTok,Politics,"election, reform, voting","#Budget2025, #Democracy",NEUTRAL,0.077,Regular User,18-24,Africa,1581,7,0,0.0,0
P106532,2025-02-19,Twitter/X,Business & Finance,startup funding,"#Crypto, #StockMarket",Neutral,-0.005,Regular User,35-44,Australia/Oceania,377,6,0,0.0,0
P102585,2025-03-30,YouTube,Climate & Environment,"sustainability, renewable energy, carbon emissions","#RenewableEnergy, #GoGreen, #Sustainability",Neutral,-0.085,Macro-Influencer,18-24,Europe,499054,41013,1658,125.0,283
P101916,2025-10-05,LinkedIn,Sports,"match result, world cup, league table",#TeamSpirit,Positive,0.232,Regular User,25-34,South Asia,1456,10,0,0.0,0
P110478,2025-01-13,Instagram,Technology,AI,"#TechNews, #Gadgets, #Innovation",Neutral,-0.129,Regular User,45-54,Africa,1253,52,3,0.0,0
P108776,2025-12-02,YouTube,Politics,"budget, reform","#Budget2025, #Government",Neutral,-0.05,Regular User,25-34,Middle East,716,11,0,0.0,0
P103905,2025-11-23,Facebook,Sports,"world cup, match result","#MatchDay, #WorldCup",Neutral,0.034,Regular User,25-34,Southeast Asia,448,6,0,0.0,0
P103882,2025-07-01,Facebook,Politics,"protest, budget, policy","#Government, #PolicyReform",Neutral,-0.13,Micro-Influencer,25-34,Southeast Asia,12312,243,19,1.0,1
P104702,2025-06-10,Instagram,Health & Wellness,"yoga, sleep health",#PublicHealth,Positive,0.281,Micro-Influencer,18-24,Southeast Asia,19107,67,6,0.0,0
P104362,2025-06-28,Facebook,Education,"edtech, student loans",  #scholarship ,POSITIVE,0.166,Regular User,18-24,South America,1138,22,2,0.0,0
P101819,2025-04-27,TikTok,Health & Wellness,"fitness routine, vaccine",#MentalHealthMatters,Negative,-0.274,Regular User,18-24,Southeast Asia,290,13,0,0.0,0
P105335,2025-08-13,LinkedIn,Health & Wellness,"fitness routine, wellness tips",  #publichealth ,Negative,-0.185,Macro-Influencer,25-34,North America,323149,3579,187,91.0,40
P100774,2025-03-31,Instagram,Health & Wellness,"vaccine, fitness routine, yoga",#Fitness,Negative,-0.15,Macro-Influencer,35-44,Africa,423472,1934,168,29.0,21
P108230,2025-10-16,TikTok,Health & Wellness,"nutrition, vaccine, wellness tips","#Wellness, #MentalHealthMatters, #SelfCare",Neutral,-0.125,Micro-Influencer,35-44,Australia/Oceania,12808,1170,138,13.0,2
P110652,2025-09-15,TikTok,Climate & Environment,"renewable energy, conservation","#ClimateAction, #RenewableEnergy",Neutral,-0.046,Regular User,18-24,Europe,1841,32,0,0.0,0
P108181,2025-11-04,LinkedIn,Climate & Environment,"carbon emissions, flooding, renewable energy","#ClimateAction, #GoGreen",Negative,-0.265,Regular User,18-24,South America,627,11,0,0.0,0
P109064,2025-03-04,TikTok,Politics,"government, protest","#Budget2025, #Protest, #Election2025",Negative,-0.599,Regular User,25-34,South Asia,1213,97,9,1.0,1
P102201,2025-07-19,YouTube,Entertainment,"trailer, movie release, celebrity",#CelebNews,Positive,0.407,Regular User,18-24,Middle East,1495,78,11,1.0,0
P101384,2025-03-03,Twitter/X,Entertainment,"series finale, trailer","#Concert, #StreamingNow, #MovieNight",Positive,0.358,Regular User,25-34,Southeast Asia,753,24,3,0.0,0
P101746,2025-01-17,YouTube,Technology,"AI, data privacy, cloud computing","#TechNews, #CyberSecurity",Positive,0.519,Regular User,25-34,Africa,512,72,5,0.0,0
P110152,2025-12-18,YouTube,Health & Wellness,"mental health, nutrition","#SelfCare, #Nutrition",Negative,-0.366,Regular User,25-34,South Asia,1133,35,3,0.0,0
P111327,2025-02-12,Twitter/X,Education,"scholarship, school reopening","#OnlineLearning, #StudentLife, #Education",Negative,-0.678,Micro-Influencer,35-44,North America,19222,1007,80,13.0,13
P111529,2025-02-15,Twitter/X,Technology,"cloud computing, data privacy",#TechNews,Positive,0.382,Regular User,45-54,Middle East,1829,149,22,1.0,1
P108327,2025-10-07,Facebook,Health & Wellness,sleep health,"#Nutrition, #PublicHealth",Neutral,0.135,Regular User,18-24,North America,967,31,2,0.0,0
P104994,2025-05-02,Twitter/X,Sports,"world cup, coach",#MatchDay,Positive,0.505,Regular User,25-34,South Asia,171,19,1,0.0,0
P109480,2025-12-21,TikTok,Technology,"ChatGPT, data privacy, app update","#FutureTech, #TechNews",Negative,-0.899,Regular User,25-34,North America,401,132,6,3.0,0
P110188,2025-02-27,LinkedIn,Technology,ChatGPT,"#Gadgets, #Innovation",Neutral,-0.117,Micro-Influencer,25-34,South Asia,5425,59,6,1.0,0
P102241,2025-05-17,Facebook,Education,curriculum,#Exams,Negative,-0.613,Regular User,25-34,Southeast Asia,926,18,1,0.0,0
P107440,2025-09-13,Instagram,Entertainment,"streaming, trailer","#StreamingNow, #CelebNews",Positive,0.238,Regular User,45-54,Africa,657,54,1,0.0,0
P107012,2025-04-21,Twitter/X,Climate & Environment,sustainability,"#ClimateAction, #RenewableEnergy",Neutral,0.052,Regular User,55+,Africa,1867,9,0,0.0,0
P100102,2025-08-01,LinkedIn,Entertainment,"movie release, trailer",#StreamingNow,Neutral,0.038,Regular User,25-34,South America,1187,13,1,0.0,0
P109966,2025-12-15,Facebook,Technology,AI,"#TechNews, #Gadgets, #5G",Neutral,0.001,Regular User,25-34,Europe,514,16,1,0.0,0
P111933,2025-11-27,TikTok,Entertainment,award show,#CelebNews,Positive,0.284,Regular User,25-34,North America,1105,52,5,0.0,1
P106516,2025-07-23,Instagram,Technology,ChatGPT,"  #futuretech, #ai, #startuplife ",Positive,0.339,Regular User,35-44,,1585,73,7,0.0,0
P110957,2025-07-17,LinkedIn,Technology,"robotics, startup, cybersecurity","#Innovation, #TechNews",Positive,0.368,Micro-Influencer,45-54,Middle East,17428,606,24,2.0,8
P102868,2025-08-07,TikTok,Climate & Environment,renewable energy,#ClimateAction,Negative,-0.398,Regular User,25-34,Middle East,767,50,3,0.0,0
P111866,2025-10-08,YouTube,Technology,"ChatGPT, startup","#FutureTech, #5G",Neutral,0.011,Regular User,18-24,Europe,176,6,0,0.0,0
P109596,2025-09-01,Twitter/X,Business & Finance,crypto,"#StockMarket, #Inflation, #Crypto",Neutral,-0.063,Regular User,25-34,South America,1089,23,1,0.0,0
P101559,2025-06-26,YouTube,Technology,"data privacy, robotics, cybersecurity",#Innovation,Neutral,-0.012,Macro-Influencer,18-24,South Asia,227784,1919,228,38.0,4
P104770,2025-04-25,LinkedIn,Business & Finance,"inflation, layoffs, IPO","#Inflation, #Layoffs",Negative,-0.675,Brand Account,18-24,Middle East,2583776,58200,2297,968.0,767
P105421,2025-09-07,TikTok,Education,"student loans, school reopening","#Exams, #OnlineLearning, #Education",Negative,-0.565,Micro-Influencer,45-54,Europe,35776,12130,1322,116.0,176
P101647,2025-06-25,Facebook,Politics,debate,#PolicyReform,Negative,-0.5,Regular User,45-54,North America,453,16,1,0.0,0
P104590,2025-09-19,Instagram,Sports,"match result, coach, championship",#MatchDay,Positive,0.431,Micro-Influencer,25-34,Southeast Asia,11374,928,123,6.0,14
P109360,2025-04-11,TikTok,Entertainment,album drop,"#NewAlbum, #AwardSeason",Neutral,0.111,Regular User,18-24,,1306,46,5,0.0,0
P108248,2025-07-08,YouTube,Climate & Environment,"sustainability, renewable energy, heatwave","#Conservation, #ClimateChange, #GoGreen",Negative,-0.528,Regular User,13-17,Europe,570,27,2,0.0,0
P104277,2025-12-12,Instagram,Sports,"transfer news, league table","#Transfer, #MatchDay, #Championship",Positive,1.0,Regular User,35-44,Africa,1081,49,3,0.0,0
P103259,2025-03-03,YouTube,Health & Wellness,"mental health, sleep health","#Fitness, #MentalHealthMatters, #Nutrition",Positive,0.195,Micro-Influencer,18-24,Australia/Oceania,28050,1009,88,9.0,19
P106053,2025-07-11,Instagram,Health & Wellness,vaccine,"#SelfCare, #MentalHealthMatters",Neutral,-0.048,Regular User,18-24,Australia/Oceania,153,6,0,0.0,0
P102833,2025-08-14,Twitter/X,Climate & Environment,"conservation, renewable energy","#ClimateChange, #GoGreen",Negative,-1.0,Regular User,18-24,Europe,550,28,2,0.0,0
P102165,2025-06-30,Facebook,Technology,"ChatGPT, app update, cloud computing","#CyberSecurity, #FutureTech",Neutral,0.085,Regular User,35-44,Middle East,1722,41,1,0.0,0
P110769,2025-10-05,Twitter/X,Sports,"transfer news, league table, tournament","#GameDay, #WorldCup",Positive,0.539,Regular User,18-24,South Asia,328,16,1,0.0,0
P106285,2025-02-26,Twitter/X,Climate & Environment,"renewable energy, flooding, heatwave","  #conservation, #renewableenergy, #climateaction ",Negative,-0.175,Regular User,25-34,South Asia,948,22,0,0.0,0
P111042,2025-09-07,YouTube,Business & Finance,"stock market, inflation",#Layoffs,Positive,0.407,Regular User,18-24,North America,1839,70,1,1.0,0
P107441,2025-03-02,Facebook,Technology,"gadgets, app update","#5G, #Innovation",Neutral,-0.052,Regular User,35-44,North America,1501,8,0,0.0,0
P100678,2025-01-15,Facebook,Entertainment,trailer,"#BoxOffice, #CelebNews, #StreamingNow",Negative,-0.222,Brand Account,18-24,Australia/Oceania,387084,15841,1710,324.0,301
P101290,2025-05-30,TikTok,Entertainment,"box office, movie release","#MovieNight, #NewAlbum",Neutral,-0.046,Regular User,18-24,Southeast Asia,68,9,0,0.0,0
P100139,2025-08-16,TikTok,Sports,injury update,"#MatchDay, #WorldCup",Positive,0.238,Regular User,35-44,Australia/Oceania,505,35,4,0.0,0
P111381,2025-09-24,LinkedIn,Education,"exam results, online learning","#EdTech, #Scholarship, #OnlineLearning",Positive,0.349,Regular User,25-34,Middle East,104,18,0,0.0,0
P104799,2025-01-06,YouTube,Health & Wellness,"sleep health, public health",#Nutrition,Neutral,-0.087,Micro-Influencer,25-34,South America,3207,34,2,0.0,0
P110884,2025-11-25,Instagram,Technology,"ChatGPT, gadgets","#TechNews, #StartupLife, #CyberSecurity",Positive,0.781,Regular User,35-44,Australia/Oceania,669,144,11,0.0,1
P104480,2025-12-07,Instagram,Entertainment,"celebrity, trailer, album drop",#BoxOffice,Positive,0.482,Regular User,45-54,North America,1497,45,5,0.0,0
P105737,2025-06-03,Instagram,Politics,"campaign, debate, protest",  #protest ,Negative,-0.422,Micro-Influencer,25-34,Africa,13887,1133,88,29.0,13
P108052,2025-10-26,Facebook,Climate & Environment,sustainability,"#GoGreen, #Conservation, #ClimateAction",Neutral,-0.138,Regular User,25-34,South America,926,47,3,0.0,0
P105403,2025-12-02,Instagram,Entertainment,"concert, streaming, movie release",#MovieNight,Positive,0.214,Regular User,45-54,Middle East,76,10,0,0.0,0
P106325,2025-02-27,TikTok,Sports,"tournament, match result","#GameDay, #TeamSpirit",Positive,0.413,Macro-Influencer,18-24,,123082,4618,442,55.0,65
P107673,2025-05-15,Facebook,Sports,"match result, league table, injury update","#GameDay, #Transfer",Positive,0.316,Regular User,25-34,Europe,492,30,3,0.0,0
